Year,County,PDI Number,PDI,Observed,Expected,"Risk Adjusted Rate Per 100,000 People",Difference in Rates
2010,Ontario,PDI_91,Pediatric Quality Acute Composite,44.43,58.62,54.07,-14.19
2011,Ontario,PDI_91,Pediatric Quality Acute Composite,36.5,54.04,43.08,-17.54
2012,Ontario,PDI_91,Pediatric Quality Acute Composite,17.08,46.64,21.21,-29.55
2009,Ontario,PDI_92,Pediatric Quality Chronic Composite,74.83,111.78,130.03,-36.95
2010,Ontario,PDI_92,Pediatric Quality Chronic Composite,50.77,91.46,91.16,-40.69
2011,Ontario,PDI_92,Pediatric Quality Chronic Composite,18.25,97.37,31.38,-79.12
2012,Ontario,PDI_92,Pediatric Quality Chronic Composite,5.7,93.73,10.13,-88.03
2009,Orange,PDI_14,Asthma,142.62,196.97,175.82,-54.35
2010,Orange,PDI_14,Asthma,106.2,166.54,131.22,-60.34
2011,Orange,PDI_14,Asthma,127.75,167.1,157.7,-39.35
2012,Orange,PDI_14,Asthma,82.59,174.62,99.51,-92.03
2009,Orange,PDI_15,Diabetes Short-term Complications,11.44,26.32,12.05,-14.88
2010,Orange,PDI_15,Diabetes Short-term Complications,8.69,23.36,9.2,-14.67
2011,Orange,PDI_15,Diabetes Short-term Complications,11.12,24.21,11.45,-13.1
2012,Orange,PDI_15,Diabetes Short-term Complications,11.08,23.02,11.42,-11.95
2009,Orange,PDI_16,Gastroenteritis,172.86,122.75,183.54,50.11
2010,Orange,PDI_16,Gastroenteritis,133.46,93,147.14,40.46
2011,Orange,PDI_16,Gastroenteritis,114.74,92.39,123.91,22.35
2012,Orange,PDI_16,Gastroenteritis,52.69,81.14,57.07,-28.45
2009,Orange,PDI_18,Urinary Tract Infection,33.39,39.51,36.98,-6.11
2010,Orange,PDI_18,Urinary Tract Infection,34.6,39.06,37.28,-4.46
2011,Orange,PDI_18,Urinary Tract Infection,31.55,36.32,34.36,-4.77
2012,Orange,PDI_18,Urinary Tract Infection,22.03,32.82,22.84,-10.78
2009,Orange,PDI_90,Pediatric Quality Overall Composite,193.06,231.69,222.86,-38.63
2010,Orange,PDI_90,Pediatric Quality Overall Composite,165.13,204.11,190.56,-38.98
2011,Orange,PDI_90,Pediatric Quality Overall Composite,159.8,204.34,180.83,-44.54
2012,Orange,PDI_90,Pediatric Quality Overall Composite,112.16,201.18,125.26,-89.02
2009,Orange,PDI_91,Pediatric Quality Acute Composite,71.5,69.08,75.8,2.42
2010,Orange,PDI_91,Pediatric Quality Acute Composite,82.56,67.23,87.61,15.34
2011,Orange,PDI_91,Pediatric Quality Acute Composite,59.75,61.44,62.02,-1.69
2012,Orange,PDI_91,Pediatric Quality Acute Composite,41.54,56.07,42.91,-14.53
2009,Orange,PDI_92,Pediatric Quality Chronic Composite,121.55,162.61,145.19,-41.05
2010,Orange,PDI_92,Pediatric Quality Chronic Composite,82.56,136.89,99.05,-54.32
2011,Orange,PDI_92,Pediatric Quality Chronic Composite,100.05,142.89,117.24,-42.84
2012,Orange,PDI_92,Pediatric Quality Chronic Composite,70.62,145.11,81.16,-74.49
2009,Orleans,PDI_14,Asthma,57.31,134.41,103.53,-77.1
2010,Orleans,PDI_14,Asthma,58.57,112.29,107.33,-53.72
2011,Orleans,PDI_14,Asthma,34.9,114.94,62.64,-80.04
2012,Orleans,PDI_14,Asthma,10.78,121.24,18.7,-110.47
2009,Orleans,PDI_15,Diabetes Short-term Complications,0,24.25,0,-24.25
2010,Orleans,PDI_15,Diabetes Short-term Complications,0,21.86,0,-21.86
2011,Orleans,PDI_15,Diabetes Short-term Complications,15.57,22.57,17.21,-7
2012,Orleans,PDI_15,Diabetes Short-term Complications,14.28,20.7,16.37,-6.43
2009,Orleans,PDI_16,Gastroenteritis,32.77,106.92,39.95,-74.15
2010,Orleans,PDI_16,Gastroenteritis,11.15,75.1,15.23,-63.95
2011,Orleans,PDI_16,Gastroenteritis,88.59,81.73,108.15,6.87
2012,Orleans,PDI_16,Gastroenteritis,10.27,66.42,13.59,-56.14
2009,Orleans,PDI_18,Urinary Tract Infection,10.92,31.3,15.27,-20.37
2010,Orleans,PDI_18,Urinary Tract Infection,0,31.8,0,-31.8
2011,Orleans,PDI_18,Urinary Tract Infection,55.37,29.8,73.49,25.58
2012,Orleans,PDI_18,Urinary Tract Infection,10.27,28.26,12.36,-17.99
2009,Orleans,PDI_90,Pediatric Quality Overall Composite,30.4,174.83,46.51,-144.43
2010,Orleans,PDI_90,Pediatric Quality Overall Composite,62.58,153.56,95.99,-90.98
2011,Orleans,PDI_90,Pediatric Quality Overall Composite,46.72,156.97,68.82,-110.25
2012,Orleans,PDI_90,Pediatric Quality Overall Composite,28.56,148.96,43.07,-120.41
2009,Orleans,PDI_91,Pediatric Quality Acute Composite,15.2,60.08,18.53,-44.88
2010,Orleans,PDI_91,Pediatric Quality Acute Composite,0,59.11,0,-59.11
2011,Orleans,PDI_91,Pediatric Quality Acute Composite,15.57,55.16,18.01,-39.58
2012,Orleans,PDI_91,Pediatric Quality Acute Composite,0,48.1,0,-48.1
2009,Orleans,PDI_92,Pediatric Quality Chronic Composite,15.2,114.76,25.73,-99.56
2010,Orleans,PDI_92,Pediatric Quality Chronic Composite,62.58,94.45,108.81,-31.87
2011,Orleans,PDI_92,Pediatric Quality Chronic Composite,31.15,101.82,51.22,-70.67
2012,Orleans,PDI_92,Pediatric Quality Chronic Composite,28.56,100.86,47.21,-72.3
2009,Oswego,PDI_14,Asthma,74.51,117.56,153.91,-43.05
2010,Oswego,PDI_14,Asthma,71.77,97.2,151.93,-25.44
2011,Oswego,PDI_14,Asthma,74.43,98.09,156.53,-23.66
2012,Oswego,PDI_14,Asthma,48.53,95.74,106.64,-47.21
2009,Oswego,PDI_15,Diabetes Short-term Complications,31.44,23.01,37.87,8.43
2010,Oswego,PDI_15,Diabetes Short-term Complications,21.55,20.35,26.18,1.19
2011,Oswego,PDI_15,Diabetes Short-term Complications,21.22,21.11,25.08,0.11
2012,Oswego,PDI_15,Diabetes Short-term Complications,20.05,18.45,25.8,1.6
2009,Oswego,PDI_16,Gastroenteritis,97.19,103.68,122.17,-6.49
2010,Oswego,PDI_16,Gastroenteritis,91.04,70.94,131.58,20.1
2011,Oswego,PDI_16,Gastroenteritis,52.2,79,65.92,-26.81
2012,Oswego,PDI_16,Gastroenteritis,49.79,60.86,71.9,-11.08
2009,Oswego,PDI_18,Urinary Tract Infection,14.95,28.95,22.6,-14
2010,Oswego,PDI_18,Urinary Tract Infection,37.93,29.82,53.53,8.11
2011,Oswego,PDI_18,Urinary Tract Infection,14.91,27.66,21.32,-12.75
2012,Oswego,PDI_18,Urinary Tract Infection,28.45,25.95,37.3,2.51
2009,Oswego,PDI_90,Pediatric Quality Overall Composite,125.77,157.52,213.55,-31.75
2010,Oswego,PDI_90,Pediatric Quality Overall Composite,123.89,136.77,213.37,-12.88
2011,Oswego,PDI_90,Pediatric Quality Overall Composite,106.1,138.87,176.65,-32.78
2012,Oswego,PDI_90,Pediatric Quality Overall Composite,70.16,122.59,128.58,-52.43
2009,Oswego,PDI_91,Pediatric Quality Acute Composite,57.65,57.59,73.3,0.06
2010,Oswego,PDI_91,Pediatric Quality Acute Composite,64.64,56.29,81.91,8.35
2011,Oswego,PDI_91,Pediatric Quality Acute Composite,26.52,52.4,32.28,-25.88
2012,Oswego,PDI_91,Pediatric Quality Acute Composite,25.06,43.7,33.21,-18.64
2009,Oswego,PDI_92,Pediatric Quality Chronic Composite,68.13,99.93,132.41,-31.81
2010,Oswego,PDI_92,Pediatric Quality Chronic Composite,59.25,80.47,120.91,-21.22
2011,Oswego,PDI_92,Pediatric Quality Chronic Composite,79.57,86.47,154.09,-6.9
2012,Oswego,PDI_92,Pediatric Quality Chronic Composite,45.1,78.9,95.34,-33.79
2009,Otsego,PDI_14,Asthma,110.5,125.95,213.04,-15.46
2010,Otsego,PDI_14,Asthma,132.4,103.72,262.68,28.69
2011,Otsego,PDI_14,Asthma,81.71,103.31,163.14,-21.6
2012,Otsego,PDI_14,Asthma,65.93,99.08,139.99,-33.15
2009,Otsego,PDI_15,Diabetes Short-term Complications,60.89,24.15,69.89,36.75
2010,Otsego,PDI_15,Diabetes Short-term Complications,0,21.4,0,-21.4
2011,Otsego,PDI_15,Diabetes Short-term Complications,0,22.3,0,-22.3
2012,Otsego,PDI_15,Diabetes Short-term Complications,21.4,19.93,25.49,1.47
2009,Otsego,PDI_16,Gastroenteritis,79.16,102.8,100.35,-23.65
2010,Otsego,PDI_16,Gastroenteritis,27.07,70.77,39.23,-43.7
2011,Otsego,PDI_16,Gastroenteritis,60.68,76.37,79.28,-15.69
2012,Otsego,PDI_16,Gastroenteritis,23.68,58.2,35.76,-34.51
2009,Otsego,PDI_18,Urinary Tract Infection,17.59,30.29,25.41,-12.7
2010,Otsego,PDI_18,Urinary Tract Infection,18.05,30.36,25.02,-12.32
2011,Otsego,PDI_18,Urinary Tract Infection,34.67,27.49,49.89,7.19
2012,Otsego,PDI_18,Urinary Tract Infection,31.58,25.8,41.63,5.77
2009,Otsego,PDI_90,Pediatric Quality Overall Composite,219.22,166.49,352.17,52.73
2010,Otsego,PDI_90,Pediatric Quality Overall Composite,113.41,144.2,185.26,-30.79
2011,Otsego,PDI_90,Pediatric Quality Overall Composite,84.02,144.95,134.03,-60.93
2012,Otsego,PDI_90,Pediatric Quality Overall Composite,85.58,128.52,149.6,-42.94
2009,Otsego,PDI_91,Pediatric Quality Acute Composite,73.07,59.19,90.41,13.88
2010,Otsego,PDI_91,Pediatric Quality Acute Composite,37.8,57.76,46.69,-19.96
2011,Otsego,PDI_91,Pediatric Quality Acute Composite,36.01,52.83,43.48,-16.82
2012,Otsego,PDI_91,Pediatric Quality Acute Composite,32.09,45.22,41.1,-13.13
2009,Otsego,PDI_92,Pediatric Quality Chronic Composite,146.15,107.3,264.55,38.85
2010,Otsego,PDI_92,Pediatric Quality Chronic Composite,75.61,86.43,143.65,-10.83
2011,Otsego,PDI_92,Pediatric Quality Chronic Composite,48.01,92.13,87.27,-44.11
2012,Otsego,PDI_92,Pediatric Quality Chronic Composite,53.49,83.3,107.07,-29.82
2009,Putnam,PDI_14,Asthma,40.37,141.6,69.23,-101.23
2010,Putnam,PDI_14,Asthma,41.43,117.31,72.66,-75.88
2011,Putnam,PDI_14,Asthma,104.1,116.78,183.88,-12.68
2012,Putnam,PDI_14,Asthma,47.48,115.65,86.37,-68.18
2009,Putnam,PDI_15,Diabetes Short-term Complications,29.82,23.83,34.69,5.99
2010,Putnam,PDI_15,Diabetes Short-term Complications,6.11,21.11,7.16,-15
2011,Putnam,PDI_15,Diabetes Short-term Complications,5.98,22.05,6.77,-16.06
2012,Putnam,PDI_15,Diabetes Short-term Complications,17.01,19.67,20.52,-2.66
2009,Putnam,PDI_16,Gastroenteritis,60.23,105.41,74.46,-45.19
2010,Putnam,PDI_16,Gastroenteritis,30.9,75.63,41.89,-44.73
2011,Putnam,PDI_16,Gastroenteritis,21.72,78.93,27.46,-57.21
2012,Putnam,PDI_16,Gastroenteritis,20.74,63.77,28.59,-43.03
2009,Putnam,PDI_18,Urinary Tract Infection,25.81,33,34.22,-7.18
2010,Putnam,PDI_18,Urinary Tract Infection,13.24,32.82,16.98,-19.58
2011,Putnam,PDI_18,Urinary Tract Infection,17.38,30.3,22.68,-12.92
2012,Putnam,PDI_18,Urinary Tract Infection,20.74,26.8,26.33,-6.06
2009,Putnam,PDI_90,Pediatric Quality Overall Composite,107.35,183.98,156.06,-76.63
2010,Putnam,PDI_90,Pediatric Quality Overall Composite,67.26,159.48,99.34,-92.22
2011,Putnam,PDI_90,Pediatric Quality Overall Composite,77.78,160.71,111.9,-82.93
2012,Putnam,PDI_90,Pediatric Quality Overall Composite,56.7,147.71,86.24,-91.01
2009,Putnam,PDI_91,Pediatric Quality Acute Composite,47.71,62.53,55.87,-14.82
2010,Putnam,PDI_91,Pediatric Quality Acute Composite,30.57,60.4,36.11,-29.83
2011,Putnam,PDI_91,Pediatric Quality Acute Composite,11.97,55.95,13.64,-43.98
2012,Putnam,PDI_91,Pediatric Quality Acute Composite,22.68,47.97,27.38,-25.29
2009,Putnam,PDI_92,Pediatric Quality Chronic Composite,59.64,121.45,95.38,-61.81
2010,Putnam,PDI_92,Pediatric Quality Chronic Composite,36.69,99.08,60.81,-62.39
2011,Putnam,PDI_92,Pediatric Quality Chronic Composite,65.81,104.76,105.19,-38.95
2012,Putnam,PDI_92,Pediatric Quality Chronic Composite,34.02,99.73,56.88,-65.71
2009,Queens,PDI_14,Asthma,266.49,300.93,215.05,-34.43
2010,Queens,PDI_14,Asthma,215.52,256.44,172.93,-40.92
2011,Queens,PDI_14,Asthma,194.32,259.22,154.64,-64.9
2012,Queens,PDI_14,Asthma,220.73,266.02,174.57,-45.3
2009,Queens,PDI_15,Diabetes Short-term Complications,18.48,27.96,18.32,-9.48
2010,Queens,PDI_15,Diabetes Short-term Complications,18.52,25.22,18.17,-6.69
2011,Queens,PDI_15,Diabetes Short-term Complications,16.38,24.45,16.71,-8.07
2012,Queens,PDI_15,Diabetes Short-term Complications,18.29,24.29,17.87,-6
2009,Queens,PDI_16,Gastroenteritis,151.54,143.72,137.42,7.82
2010,Queens,PDI_16,Gastroenteritis,123.08,120.88,104.4,2.2
2011,Queens,PDI_16,Gastroenteritis,121.62,112.62,107.74,9
2012,Queens,PDI_16,Gastroenteritis,124.23,105.94,103.06,18.29
2009,Queens,PDI_18,Urinary Tract Infection,57.03,54.41,45.86,2.62
2010,Queens,PDI_18,Urinary Tract Infection,56.8,50.47,47.37,6.34
2011,Queens,PDI_18,Urinary Tract Infection,56.15,48.49,45.79,7.65
2012,Queens,PDI_18,Urinary Tract Infection,50.4,39.54,43.37,10.87
2009,Queens,PDI_90,Pediatric Quality Overall Composite,273.13,320.15,228.18,-47.01
2010,Queens,PDI_90,Pediatric Quality Overall Composite,244.21,279.24,206,-35.03
2011,Queens,PDI_90,Pediatric Quality Overall Composite,228.98,274.01,193.22,-45.03
2012,Queens,PDI_90,Pediatric Quality Overall Composite,229.55,271.69,189.82,-42.14
2009,Queens,PDI_91,Pediatric Quality Acute Composite,75.8,81.79,67.87,-5.99
2010,Queens,PDI_91,Pediatric Quality Acute Composite,73.48,79.42,66,-5.94
2011,Queens,PDI_91,Pediatric Quality Acute Composite,78.74,70.29,71.45,8.45
2012,Queens,PDI_91,Pediatric Quality Acute Composite,72.16,66.42,62.91,5.74
2009,Queens,PDI_92,Pediatric Quality Chronic Composite,197.33,238.35,160.8,-41.02
2010,Queens,PDI_92,Pediatric Quality Chronic Composite,170.73,199.82,140.31,-29.09
2011,Queens,PDI_92,Pediatric Quality Chronic Composite,150.24,203.72,123.48,-53.48
2012,Queens,PDI_92,Pediatric Quality Chronic Composite,157.39,205.26,127.86,-47.88
2009,Rensselaer,PDI_14,Asthma,137.38,162.18,205.7,-24.8
2010,Rensselaer,PDI_14,Asthma,92.01,137.78,137.42,-45.77
2011,Rensselaer,PDI_14,Asthma,70.89,139.69,104.69,-68.79
2012,Rensselaer,PDI_14,Asthma,65.77,150.92,91.68,-85.16
2009,Rensselaer,PDI_15,Diabetes Short-term Complications,12.87,24.75,14.42,-11.88
2010,Rensselaer,PDI_15,Diabetes Short-term Complications,43.83,22.1,49.04,21.73
2011,Rensselaer,PDI_15,Diabetes Short-term Complications,22.3,22.85,24.35,-0.55
2012,Rensselaer,PDI_15,Diabetes Short-term Complications,16.33,22.15,17.51,-5.81
2009,Rensselaer,PDI_16,Gastroenteritis,80.07,113.47,91.97,-33.4
2010,Rensselaer,PDI_16,Gastroenteritis,45.15,81.36,56.9,-36.21
2011,Rensselaer,PDI_16,Gastroenteritis,61.16,86.53,70.52,-25.37
2012,Rensselaer,PDI_16,Gastroenteritis,54,72.68,65.3,-18.68
2009,Rensselaer,PDI_18,Urinary Tract Infection,14.83,33.23,19.52,-18.4
2010,Rensselaer,PDI_18,Urinary Tract Infection,27.09,33.15,34.39,-6.06
2011,Rensselaer,PDI_18,Urinary Tract Infection,18.35,30.98,23.42,-12.63
2012,Rensselaer,PDI_18,Urinary Tract Infection,8.53,29.93,9.69,-21.4
2009,Rensselaer,PDI_90,Pediatric Quality Overall Composite,145.91,192.73,202.49,-46.82
2010,Rensselaer,PDI_90,Pediatric Quality Overall Composite,149.03,171.01,205.27,-21.98
2011,Rensselaer,PDI_90,Pediatric Quality Overall Composite,102.56,171.86,137.98,-69.31
2012,Rensselaer,PDI_90,Pediatric Quality Overall Composite,114.33,173.82,147.78,-59.49
2009,Rensselaer,PDI_91,Pediatric Quality Acute Composite,42.92,62,50.69,-19.09
2010,Rensselaer,PDI_91,Pediatric Quality Acute Composite,52.6,61.07,61.44,-8.47
2011,Rensselaer,PDI_91,Pediatric Quality Acute Composite,35.67,55.87,40.72,-20.2
2012,Rensselaer,PDI_91,Pediatric Quality Acute Composite,40.83,51.73,45.71,-10.89
2009,Rensselaer,PDI_92,Pediatric Quality Chronic Composite,103,130.72,153.03,-27.73
2010,Rensselaer,PDI_92,Pediatric Quality Chronic Composite,96.43,109.94,144.03,-13.52
2011,Rensselaer,PDI_92,Pediatric Quality Chronic Composite,66.88,116,96.55,-49.11
2012,Rensselaer,PDI_92,Pediatric Quality Chronic Composite,73.5,122.1,100.38,-48.6
2009,Richmond,PDI_14,Asthma,172.67,210.88,198.84,-38.21
2010,Richmond,PDI_14,Asthma,156.56,178.99,179.99,-22.43
2011,Richmond,PDI_14,Asthma,150.41,181.01,171.41,-30.6
2012,Richmond,PDI_14,Asthma,152.09,181.23,176.56,-29.14
2009,Richmond,PDI_15,Diabetes Short-term Complications,20.26,26.32,21.34,-6.06
2010,Richmond,PDI_15,Diabetes Short-term Complications,20.27,23.5,21.32,-3.24
2011,Richmond,PDI_15,Diabetes Short-term Complications,31.21,23.93,32.54,7.28
2012,Richmond,PDI_15,Diabetes Short-term Complications,22.54,22.18,24.13,0.36
2009,Richmond,PDI_16,Gastroenteritis,210.37,122,224.74,88.37
2010,Richmond,PDI_16,Gastroenteritis,148.56,94.8,160.68,53.76
2011,Richmond,PDI_16,Gastroenteritis,124.75,94.25,132.05,30.5
2012,Richmond,PDI_16,Gastroenteritis,110.49,80.53,120.59,29.97
2009,Richmond,PDI_18,Urinary Tract Infection,55.22,40.86,59.12,14.36
2010,Richmond,PDI_18,Urinary Tract Infection,57.68,39.79,61.01,17.89
2011,Richmond,PDI_18,Urinary Tract Infection,37.43,37.64,39.33,-0.21
2012,Richmond,PDI_18,Urinary Tract Infection,41.09,31.64,44.18,9.45
2009,Richmond,PDI_90,Pediatric Quality Overall Composite,265.93,243.82,291.71,22.11
2010,Richmond,PDI_90,Pediatric Quality Overall Composite,246.98,214.2,271.6,32.78
2011,Richmond,PDI_90,Pediatric Quality Overall Composite,223.64,213.1,242.67,10.55
2012,Richmond,PDI_90,Pediatric Quality Overall Composite,210.84,202.72,233.67,8.12
2009,Richmond,PDI_91,Pediatric Quality Acute Composite,122.83,70.49,127.61,52.34
2010,Richmond,PDI_91,Pediatric Quality Acute Composite,97.52,68.47,101.6,29.05
2011,Richmond,PDI_91,Pediatric Quality Acute Composite,80.62,62.25,82.6,18.37
2012,Richmond,PDI_91,Pediatric Quality Acute Composite,80.89,54.78,85.52,26.11
2009,Richmond,PDI_92,Pediatric Quality Chronic Composite,143.09,173.33,160.34,-30.24
2010,Richmond,PDI_92,Pediatric Quality Chronic Composite,149.45,145.72,168.42,3.73
2011,Richmond,PDI_92,Pediatric Quality Chronic Composite,143.03,150.85,158.76,-7.82
2012,Richmond,PDI_92,Pediatric Quality Chronic Composite,129.95,147.94,146.48,-17.99
2009,Rockland,PDI_14,Asthma,120.27,196.38,148.72,-76.11
2010,Rockland,PDI_14,Asthma,90.4,165.27,112.56,-74.87
2011,Rockland,PDI_14,Asthma,92.77,165.55,115.59,-72.78
2012,Rockland,PDI_14,Asthma,78.92,166.96,99.44,-88.05
2009,Rockland,PDI_15,Diabetes Short-term Complications,16.77,25.62,18.14,-8.85
2010,Rockland,PDI_15,Diabetes Short-term Complications,14.87,22.8,16.13,-7.93
2011,Rockland,PDI_15,Diabetes Short-term Complications,19.8,23.2,21.29,-3.41
2012,Rockland,PDI_15,Diabetes Short-term Complications,8.45,21.5,9.33,-13.06
2009,Rockland,PDI_16,Gastroenteritis,82.57,123.32,87.26,-40.75
2010,Rockland,PDI_16,Gastroenteritis,80.52,91.17,90.56,-10.65
2011,Rockland,PDI_16,Gastroenteritis,82.96,92.86,89.12,-9.91
2012,Rockland,PDI_16,Gastroenteritis,69.04,76.8,79.01,-7.75
2009,Rockland,PDI_18,Urinary Tract Infection,33.78,38.48,38.4,-4.71
2010,Rockland,PDI_18,Urinary Tract Infection,29.73,37.28,33.57,-7.55
2011,Rockland,PDI_18,Urinary Tract Infection,24.05,34.91,27.24,-10.86
2012,Rockland,PDI_18,Urinary Tract Infection,33.96,30.24,38.19,3.71
2009,Rockland,PDI_90,Pediatric Quality Overall Composite,137.88,228.73,161.23,-90.85
2010,Rockland,PDI_90,Pediatric Quality Overall Composite,105.95,200.33,124.58,-94.38
2011,Rockland,PDI_90,Pediatric Quality Overall Composite,120.58,199.35,139.87,-78.76
2012,Rockland,PDI_90,Pediatric Quality Overall Composite,97.99,191.3,115.08,-93.31
2009,Rockland,PDI_91,Pediatric Quality Acute Composite,46.58,67.65,50.42,-21.07
2010,Rockland,PDI_91,Pediatric Quality Acute Composite,37.18,65.55,40.46,-28.37
2011,Rockland,PDI_91,Pediatric Quality Acute Composite,46.79,59.65,50.03,-12.86
2012,Rockland,PDI_91,Pediatric Quality Acute Composite,40.55,52.34,44.86,-11.79
2009,Rockland,PDI_92,Pediatric Quality Chronic Composite,91.3,161.08,110.09,-69.78
2010,Rockland,PDI_92,Pediatric Quality Chronic Composite,68.77,134.78,83.79,-66.01
2011,Rockland,PDI_92,Pediatric Quality Chronic Composite,73.79,139.69,88.45,-65.9
2012,Rockland,PDI_92,Pediatric Quality Chronic Composite,57.44,138.96,68.93,-81.52
2009,Saratoga,PDI_14,Asthma,68.03,123.42,133.85,-55.39
2010,Saratoga,PDI_14,Asthma,73.02,101.85,147.53,-28.83
2011,Saratoga,PDI_14,Asthma,58.79,102.11,118.75,-43.33
2012,Saratoga,PDI_14,Asthma,42.2,104.07,85.31,-61.87
2009,Saratoga,PDI_15,Diabetes Short-term Complications,41.94,22.78,51.03,19.16
2010,Saratoga,PDI_15,Diabetes Short-term Complications,18.18,20.15,22.3,-1.98
2011,Saratoga,PDI_15,Diabetes Short-term Complications,11.86,20.99,14.1,-9.13
2012,Saratoga,PDI_15,Diabetes Short-term Complications,20.06,18.44,25.82,1.62
2009,Saratoga,PDI_16,Gastroenteritis,60.64,105.81,74.69,-45.18
2010,Saratoga,PDI_16,Gastroenteritis,33.72,71.75,48.19,-38.03
2011,Saratoga,PDI_16,Gastroenteritis,66.4,78.88,83.99,-12.48
2012,Saratoga,PDI_16,Gastroenteritis,30.18,62,42.79,-31.81
2009,Saratoga,PDI_18,Urinary Tract Infection,18.82,29.44,27.96,-10.62
2010,Saratoga,PDI_18,Urinary Tract Infection,18.97,29.62,26.94,-10.66
2011,Saratoga,PDI_18,Urinary Tract Infection,10.38,27.34,15.01,-16.96
2012,Saratoga,PDI_18,Urinary Tract Infection,16.1,25.61,21.38,-9.51
2009,Saratoga,PDI_90,Pediatric Quality Overall Composite,131.82,161.35,218.5,-29.53
2010,Saratoga,PDI_90,Pediatric Quality Overall Composite,115.12,140.56,192.92,-25.44
2011,Saratoga,PDI_90,Pediatric Quality Overall Composite,83.04,142.49,134.76,-59.45
2012,Saratoga,PDI_90,Pediatric Quality Overall Composite,88.84,130.51,152.93,-41.67
2009,Saratoga,PDI_91,Pediatric Quality Acute Composite,41.94,57.91,53.03,-15.97
2010,Saratoga,PDI_91,Pediatric Quality Acute Composite,36.35,56.59,45.82,-20.24
2011,Saratoga,PDI_91,Pediatric Quality Acute Composite,29.66,52.62,35.95,-22.96
2012,Saratoga,PDI_91,Pediatric Quality Acute Composite,31.52,44.66,40.87,-13.14
2009,Saratoga,PDI_92,Pediatric Quality Chronic Composite,89.87,103.43,168.77,-13.56
2010,Saratoga,PDI_92,Pediatric Quality Chronic Composite,78.76,83.96,154.05,-5.2
2011,Saratoga,PDI_92,Pediatric Quality Chronic Composite,53.39,89.87,99.47,-36.49
2012,Saratoga,PDI_92,Pediatric Quality Chronic Composite,57.31,85.85,111.33,-28.53
2009,Schenectady,PDI_14,Asthma,105.8,199.72,128.64,-93.91
2010,Schenectady,PDI_14,Asthma,100.61,170.96,121.1,-70.35
2011,Schenectady,PDI_14,Asthma,102.8,174.44,121.56,-71.64
2012,Schenectady,PDI_14,Asthma,55.07,224.12,51.7,-169.05
2009,Schenectady,PDI_15,Diabetes Short-term Complications,16.83,26.21,17.8,-9.38
2010,Schenectady,PDI_15,Diabetes Short-term Complications,12.8,23.69,13.36,-10.89
2011,Schenectady,PDI_15,Diabetes Short-term Complications,4.22,24.14,4.36,-19.92
2012,Schenectady,PDI_15,Diabetes Short-term Complications,20.1,27.21,17.53,-7.12
2009,Schenectady,PDI_16,Gastroenteritis,97.42,123.25,103.01,-25.84
2010,Schenectady,PDI_16,Gastroenteritis,46.2,91.67,51.68,-45.47
2011,Schenectady,PDI_16,Gastroenteritis,83.11,93.71,88.48,-10.6
2012,Schenectady,PDI_16,Gastroenteritis,35.73,97.4,32.24,-61.68
2009,Schenectady,PDI_18,Urinary Tract Infection,42.98,37.51,50.13,5.47
